Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,188055.003235348
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.1219512195122
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.88069916
Liechtenstein,LIE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,24946.5724005188
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.6439024390244
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.72420219
Lithuania,LTU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.25285005569458
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.955
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,123719.658915996
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.9463414634147
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.24203749
Luxembourg,LUX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.74451994895935
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.588
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,36806.891255461
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.0804878048781
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.48549652
"Macao SAR, China",MAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.05706977844238
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.446
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,504.059106969168
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.068
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.81170082
Madagascar,MDG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.06772823003204
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.186
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,604.269740360317
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.037
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.84830093
Malawi,MWI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.74888371105811
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.02
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,11754.5678336248
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.444
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.3986404
Malaysia,MYS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.49933781956284
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.93
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,11786.0191492983
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.76
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.91189054
Maldives,MDV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.67344315449896
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.303
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,976.914116406452
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.035
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,35.19919968
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.04512227529275
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.387
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,35658.8318250199
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.2975609756098
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.54062209
Malta,MLT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.71258020401001
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.471
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,6455.6603538189
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.725
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.26719666
Marshall Islands,MHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.70088005065918
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1961.28166648869
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.281
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.46450043
Mauritania,MRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.38966000080109
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.52
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,10246.5017455553
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5146341463415
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.5
Mauritius,MUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.84085988998413
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.322
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,11405.7940469896
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.973
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.63217894
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.05987977981567
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.256
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,3703.66680343222
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.961
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.0279007
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,5744.29618434435
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.546
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.91899872
Moldova,MDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.10430002212524
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.909
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,226052.060664649
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.746
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.75189972
Monaco,MCO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.17105996608734
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4993.51487463495
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.9007317073171
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,81.07720184
Mongolia,MNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.954
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,10038.1849482517
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.1878048780488
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.22192026
Montenegro,MNE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.851
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3463.1376953125
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.161
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.9
Morocco,MAR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.91224674061277
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.413
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,578.273222184503
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.011
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.96220016
Mozambique,MOZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.97607342054314
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.789
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1158.05005034332
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.506
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.063
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4349.79908493314
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.19
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,62.99720001
Namibia,NAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,9.3919470845238
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.615
Naoero,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,15309.8345351924
Naoero,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.93
Naoero,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.22660065
Naoero,NRU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.91827971698113
Naoero,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1385.91066002922
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.087
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.45080185
Nepal,NPL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.13645081690396
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.661
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,59123.318556487
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6146341463415
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.51968504
Netherlands,NLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.17918014526367
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.526
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,33516.363085906
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.698
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
New Caledonia,NCL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.71
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,49141.6316294227
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.9585365853658
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.07289886
New Zealand,NZL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.16741991043091
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.299
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2322.89069619459
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.463
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,59.38000107
Nicaragua,NIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.80001496174069
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.969
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,613.614736429298
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.398
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,13.08749962
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.71231832079626
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.403
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2899.16047469267
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.079
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.14720154
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.348516707890877
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.827
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,7606.2375253797
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.4248780487805
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.85030365
North Macedonia,MKD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.476
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,23785.754590043
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.531
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,113122.130765691
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.509756097561
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.99997764
Norway,NOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.43234014511108
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.231
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,23223.5829405935
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.911
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,95.24530029
Oman,OMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.38311004638672
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.3
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1538.3228133171
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.417
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.97300945756988
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.291
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,13934.951996171
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.922
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.56749725
Palau,PLW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.57620133415525
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,17378.6070083597
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.324
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.2838974
Panama,PAN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.37781000137329
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.086
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,3102.29409730005
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.274
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.25659943
Papua New Guinea,PNG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,0.643376920751815
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.689
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,6189.10205375331
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.319
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,76.25916611
Paraguay,PRY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.39619994163513
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.755
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,7353.74598721667
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.834
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.67495213
Peru,PER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.83975005149841
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.291
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3548.06930572116
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.472
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.21114422
Philippines,PHL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.57960089528426
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.598
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,18891.2121169279
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.1560975609756
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.94113479
Poland,POL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.31372976303101
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.811
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,24620.5197587181
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6317073170732
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.49690644
Portugal,PRT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.55160999298096
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.138
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,35353.5613891039
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.427
Puerto Rico (US),PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.29178106
Puerto Rico (US),PRI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.86129930773508
Puerto Rico (US),PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,88701.463352273
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.857
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.03800201
Qatar,QAT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.13
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,15503.4691366242
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.1536585365854
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.50309124
Romania,ROU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.2788200378418
Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.614
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,15625.6328125
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.5456097560976
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.41799163
Russian Federation,RUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.05402755323777
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.867
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,1007.05989322914
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.528
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,28.01679993
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.74213981628418
Rwanda,RWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.084
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4132.44717734444
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.55
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.15978780645853
Samoa,WSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.048
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,54264.5837022908
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.708
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,97.32790375
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.89753007888794
San Marino,SMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2389.73729784737
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.237
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.56779861
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.19392101712613
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.964
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,38510.2276211037
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.31
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,100
Saudi Arabia,SAU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.589
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1574.0281059306
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.788
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.82830048
Senegal,SEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.95222997665405
Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.837
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,10024.8191112596
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.2365853658537
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.53825397
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.08255004882812
Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.439
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,16682.6990711785
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.509756097561
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.83380127
Seychelles,SYC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.65858904774836
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,860.371067874555
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.275
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.50880051
Sierra Leone,SLE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.90762996673584
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.137
